Question Number,Memory Type,Question,Ground Truth,AI Response,Accuracy Score,Is Correct,Response Length,Contains Error,Timestamp
111,Manual Entry,Which device did Ryan find particularly helpful for his presentation practice?,His microwave.,"Ryan found a device particularly helpful for his presentation practice. If you have more questions about Ryan or anything else, feel free to ask!",0.6,False,145,False,2025-08-13T17:43:31.510307
112,Manual Entry,What is the name of the local coffee shop that announced its closing?,Bean There Done That.,"The local coffee shop that announced its closing is called ""Bean There Done That."" If you have more questions about the coffee shop or anything else, feel free to ask!",0.9,True,167,False,2025-08-13T17:44:05.412902
113,Manual Entry,Which street artist did Chloe interview and what was his tool of choice?,She interviewed an artist known as ‘Skyline’ who uses paint rollers.,"Chloe interviewed a local street artist who goes by the alias ""Skyline."" His tool of choice is a paint roller. If you have more questions about Chloe's interview or anything else, feel free to ask!",0.4,False,197,False,2025-08-13T17:44:36.800825
114,Manual Entry,Which song did Jake joke about playing at Ryan’s sister’s wedding?,The Mario Kart theme.,"Jake joked about playing a song at an event, but the specific song he joked about playing at Ryan's sister's wedding isn't detailed in the knowledge graph. If you have more questions or need further details, feel free to ask!",0.2,False,225,False,2025-08-13T17:44:53.969958
115,Manual Entry,Whose hobby involves bullet journaling and spilled coffee on page one?,Sarah.,"Sarah's hobby involves bullet journaling, and there was an incident where coffee was spilled on page one. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,180,False,2025-08-13T17:45:11.246033
116,Manual Entry,Who drew stickers on Jake’s crutches and what did one say?,Sarah decorated the crutches; one sticker said ‘this is how I roll.’,"An unknown person decorated Jake's crutches with stickers. The knowledge graph doesn't specify what any of the stickers said. If you have more questions or need further details, feel free to ask!",0.2,False,195,False,2025-08-13T17:45:42.657648
117,Manual Entry,What item did Emma test using an AR app that allowed her to repaint her living room?,An AR art app that allowed her to virtually paint her living room in neon colors.,"Emma tested an item using an AR app that allowed her to virtually decorate her living room. If you have more questions about Emma's activities or anything else, feel free to ask!",0.6,False,178,False,2025-08-13T17:46:11.959038
118,Manual Entry,What did Sarah overstuff in her pierogi preparation?,She overstuffed pierogi with potato and cheese.,"Sarah overstuffed pierogi in her preparation. It's a common occurrence for her, as noted in the knowledge graph. If you have more questions about Sarah or anything else, feel free to ask!",0.2,False,187,False,2025-08-13T17:46:42.555788
119,Manual Entry,Which new technology did Chloe use to build a mini app with interactive diagrams?,She attended an online coding workshop to add interactive diagrams to her blog.,"Chloe used new technology to build a mini app that features interactive diagrams. If you have more questions about Chloe's projects or anything else, feel free to ask!",0.2,False,167,False,2025-08-13T17:46:57.097375
120,Manual Entry,What name did Emma give to the sea turtle she saw while snorkeling in Maui?,Crush.,"Emma named the sea turtle she saw while snorkeling in Maui ""Crush."" If you have more questions about Emma's snorkeling adventures or anything else, feel free to ask!",0.9,True,165,False,2025-08-13T17:47:11.607508
121,Manual Entry,Who recommended a meditation app to Ryan?,Sarah’s coworker originally recommended CalmCove.,"Ryan received a recommendation for a meditation app from Sarah's coworker. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,148,False,2025-08-13T17:47:24.884435
122,Manual Entry,What did Ryan’s dog Rex do during Ryan’s board game night?,Rex stole a spinach leaf while Ryan was preparing spanakopita.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T17:48:59.978266
123,Manual Entry,What embarrassing mispronunciation happened to Sarah in pottery class?,She accidentally called her boss ‘Mom’ during a call.,"Sarah experienced an embarrassing mispronunciation in pottery class, but the specific word or phrase she mispronounced isn't detailed in the knowledge graph. If you have more questions about Sarah or anything else, feel free to ask!",0.2,False,232,False,2025-08-13T17:49:55.327954
124,Manual Entry,Who decided to purchase a teal guitar and what did they name it?,Emma bought a teal acoustic guitar and named it Luna.,"An unknown person decided to purchase a teal guitar, and Emma named her new guitar ""Luna."" If you have more questions about Emma or anything else, feel free to ask!",0.6,False,164,False,2025-08-13T17:50:19.795229
125,Manual Entry,Which person burned their focaccia due to multitasking?,Jake burned his focaccia.,"The person who burned their focaccia due to multitasking is Jake. If you have more questions about Jake or anything else, feel free to ask!",0.6,False,139,False,2025-08-13T17:50:33.417007
126,Manual Entry,What did Sarah’s therapist assign her to help with social anxiety?,Speaking in front of a mirror for five minutes daily.,"Sarah's therapist assigned her to talk in front of a mirror to help with her social anxiety. If you have more questions about Sarah or anything else, feel free to ask!",0.6,False,167,False,2025-08-13T17:50:58.801445
127,Manual Entry,Who got lost in Chinatown and met a monk?,Chloe.,"An Unknown Person got lost in Chinatown and met a monk. If you have more questions or need further details, feel free to ask!",0.0,False,125,False,2025-08-13T17:51:25.909321
128,Manual Entry,Which book did Ryan start reading about human history?,‘Sapiens.’,"Ryan started reading ""Sapiens,"" which is a book about the history of humankind. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,153,False,2025-08-13T17:51:38.678455
129,Manual Entry,What dessert did Jake plan to bring to Sarah’s promotion celebration?,A strawberry shortcake.,"Jake planned to bring tiramisu to Sarah's promotion celebration. If you have more questions about the celebration or anything else, feel free to ask!",0.0,False,149,False,2025-08-13T17:52:04.510928
130,Manual Entry,What song title did they use as a team name in trivia?,‘Quiztinas Aguilera.’,"The team used the song title ""Quiztinas Aguilera"" as their team name in trivia. If you have more questions about trivia night or anything else, feel free to ask!",0.0,False,161,False,2025-08-13T17:52:19.239127
131,Manual Entry,Which item did Chloe accidentally burn toast with?,She burned toast in the toaster.,"Chloe experienced a mishap with burning toast, but the specific item she used to accidentally burn it isn't detailed in the knowledge graph. If you have more questions about Chloe or anything else, feel free to ask!",0.6,False,215,False,2025-08-13T17:52:35.565602
132,Manual Entry,Who fell asleep during the spa session and nearly drooled on the table?,Sarah.,"An Unknown Person fell asleep during the spa session and nearly drooled on the table. If you have more questions or need further details, feel free to ask!",0.0,False,155,False,2025-08-13T17:53:26.723965
133,Manual Entry,What did Ryan advise Emma to do during her long flight to Maui?,"Hydrate, walk around, bring a neck pillow, and watch feel‑good movies like ‘Chef.’","Ryan advised Emma to stay hydrated during her long flight to Maui. If you have more questions about Emma's travel plans or anything else, feel free to ask!",0.0,False,155,False,2025-08-13T17:54:15.239362
134,Manual Entry,Which book did Chloe mention reading that made her reflect on alternate lives?,‘The Midnight Library.’,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T17:54:39.708390
135,Manual Entry,What did Emma discover about paper when printing her boarding pass?,"There was a paper shortage, so she had to go digital.","Emma discovered something about paper when printing her boarding pass, but the specific details of what she discovered aren't provided in the knowledge graph. However, it is noted that she was affected by a paper shortage. If you have more questions about Emma or anything else, feel free to ask!",0.4,False,296,False,2025-08-13T17:55:58.361088
136,Manual Entry,What new gadget did Ryan upgrade to reduce noise?,Noise‑canceling headphones.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T17:56:52.258126
137,Manual Entry,What unexpected phrase did Polly the parrot start saying repeatedly?,‘Buy coffee!’,"Polly the parrot started saying the unexpected phrase ""Buy coffee!"" repeatedly. If you have more questions about Polly or anything else, feel free to ask!",0.0,False,154,False,2025-08-13T17:57:04.707796
138,Manual Entry,Why did Jake consider starting a bakery?,He kept baking lemon scones and other breads successfully.,"Jake considered starting a bakery as a potential business venture. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,140,False,2025-08-13T17:57:22.097578
139,Manual Entry,What did Sarah bring to Ryan’s surprise birthday dinner?,She brought chocolate cupcakes with candles.,"Sarah brought pierogi to Ryan's surprise birthday dinner. If you have more questions about the dinner or anything else, feel free to ask!",0.2,False,137,False,2025-08-13T17:58:45.060316
140,Manual Entry,"What special instrument does Liam, Chloe’s cousin, play?",Guitar.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:00:20.153282
141,Manual Entry,What did Emma plan to bring back for each friend from Maui?,"Macadamia nuts for Ryan, Kona coffee for Jake, a shell necklace for Sarah, and a hula bobblehead for Chloe.","The knowledge graph does not specify what Emma planned to bring back for each friend from Maui. If you have more questions or need further details, feel free to ask!",0.2,False,165,False,2025-08-13T18:01:07.756280
142,Manual Entry,What book did Jake read to learn there are over 800 aroma compounds in coffee?,A book about coffee brewing methods (no title given).,"Jake read a book about coffee brewing methods to learn that there are over 800 aroma compounds in coffee. If you have more questions about Jake or anything else, feel free to ask!",0.6,False,179,False,2025-08-13T18:02:07.561745
143,Manual Entry,Which show featuring a robot dog did Jake and Emma avoid spoiling?,‘Cosmic Detectives.’,"Jake and Emma avoided spoiling a show featuring a robot dog. If you have more questions about the show or anything else, feel free to ask!",0.0,False,138,False,2025-08-13T18:02:25.888170
144,Manual Entry,Who spilt coffee on their keyboard causing the ‘E’ key to stick?,Ryan.,"Ryan spilt coffee on their keyboard, which caused the ‘E’ key to stick. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,145,False,2025-08-13T18:03:24.898830
145,Manual Entry,Who is the original owner of the kitten named Luna?,Chloe is fostering Luna from a shelter.,"The original owner of the kitten named Luna is Chloe. If you have more questions about Luna or anything else, feel free to ask!",0.2,False,127,False,2025-08-13T18:04:09.475755
146,Manual Entry,What did Emma call her latte art blob?,A dinosaur named T‑Rex.,"Emma named her latte art blob ""T-Rex."" If you have more questions about Emma or anything else, feel free to ask!",0.2,False,112,False,2025-08-13T18:04:27.485542
147,Manual Entry,"What item did Chloe forget on her blog, causing Whiskers to type ‘sssssssss’?",Whiskers lay on her laptop keyboard.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:06:02.580315
148,Manual Entry,How did the group decide to name their escape room video?,‘Friends vs. Puzzle: Chaos Edition.’,"The knowledge graph doesn't specify how the group decided to name their escape room video. If you have more questions about the escape room or anything else, feel free to ask!",0.0,False,175,False,2025-08-13T18:06:15.402662
149,Manual Entry,Which ingredient did Sarah accidentally mix up in her salad?,She used cumin instead of cinnamon.,"Sarah accidentally mixed up an ingredient in her salad, but the specific ingredient isn't detailed in the knowledge graph. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,197,False,2025-08-13T18:06:27.418809
150,Manual Entry,How did Emma treat her AI ethics research?,She found it fascinating and considered bias and personalization.,"Emma is involved in AI ethics research and finds the topic fascinating. If you have more questions about Emma's research or anything else, feel free to ask!",0.2,False,156,False,2025-08-13T18:06:37.862343
151,Manual Entry,Who decorated Jake’s crutches with stickers?,Sarah.,"An unknown person decorated Jake's crutches with stickers. If you have more questions or need further details, feel free to ask!",0.0,False,128,False,2025-08-13T18:06:53.405054
152,Manual Entry,"What dish did Sarah accidentally burn when she tried baking again, prompting jokes about her baking skills?",Cookies.,"Sarah accidentally burned cookies when she tried baking again, which prompted jokes about her baking skills. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,183,False,2025-08-13T18:07:09.869155
153,Manual Entry,What did Ryan purchase after receiving his company bonus?,A new camera lens.,"Ryan received a company bonus, but the specific purchase he made with it isn't detailed in the knowledge graph. If you have more questions about Ryan or anything else, feel free to ask!",0.2,False,185,False,2025-08-13T18:08:35.972131
154,Manual Entry,Which author did Sarah meet and get a book signed by?,Dr. Maya Thompson.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:09:01.864562
155,Manual Entry,Which blog milestone did Chloe celebrate with a giveaway?,"Reaching 25,000 subscribers.","Chloe celebrated a blog milestone with a giveaway. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,125,False,2025-08-13T18:09:12.393996
156,Manual Entry,What main course did Jake make for his mom that looked like a pastry blob?,Salmon en croûte.,"Jake made salmon en croûte for his mom, which appeared as a blob of pastry. If you have more questions about Jake's cooking or anything else, feel free to ask!",0.6,False,159,False,2025-08-13T18:09:45.577357
157,Manual Entry,What dessert did Jake repeatedly fail at until Sarah joked about it?,Tiramisu.,"Jake repeatedly failed at making tiramisu, which led to Sarah joking about his dessert attempts. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,170,False,2025-08-13T18:11:04.269941
158,Manual Entry,Who secretly believed foaming milk is an art form?,"Jake, joking about latte art.","Emma is the one who secretly considers foaming milk to be an art form. If you have more questions about Emma or anything else, feel free to ask!",0.2,False,144,False,2025-08-13T18:12:23.701126
159,Manual Entry,What did Sarah try at the spa that resulted in a mud slip?,A mud bath.,"Sarah tried a mud bath at the spa, which resulted in her slipping in the mud. If you have more questions about Sarah or anything else, feel free to ask!",0.6,False,152,False,2025-08-13T18:13:09.519736
160,Manual Entry,What did Ryan and his colleagues build at a hackathon that used AI?,A mentoring app matching employees with mentorship programs.,"Ryan and his colleagues built an AI-based project at a hackathon. If you have more questions about their project or anything else, feel free to ask!",0.2,False,148,False,2025-08-13T18:14:36.977585
161,Manual Entry,Who brought garlic knots to Chloe’s welcome home dinner?,No one brought them; the restaurant served garlic knots and Sarah craved them.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:16:12.078644
162,Manual Entry,What color dress did Chloe wear to the blog award ceremony?,Emerald green with pockets.,"Chloe wore an emerald green dress to the blog award ceremony. If you have more questions about Chloe or anything else, feel free to ask!",0.6,False,136,False,2025-08-13T18:16:29.808392
163,Manual Entry,Who named their sourdough starter ‘Doughy McDoughface’?,Jake.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:16:51.305130
164,Manual Entry,Which movie did the group watch that features a time‑traveling car?,‘Back to the Future.’,"The group watched a movie featuring a time-traveling car, which is ""Back to the Future."" If you have more questions about the group's activities or anything else, feel free to ask!",0.6,False,180,False,2025-08-13T18:17:13.034508
165,Manual Entry,What video game theme did Jake joke about playing at Ryan’s sister’s wedding?,The Mario Kart theme.,"Jake joked about playing a video game theme at Ryan's sister's wedding, specifically the Mario Kart theme. If you have more questions about Jake or anything else, feel free to ask!",0.8,True,180,False,2025-08-13T18:17:36.290365
166,Manual Entry,What was Sarah’s therapy diagnosis?,Social anxiety.,"Sarah's therapy diagnosis involves social anxiety, as she discusses it in her therapy sessions. If you have more questions about Sarah or anything else, feel free to ask!",0.6,False,170,False,2025-08-13T18:18:09.259261
167,Manual Entry,Which piece of equipment did Jake use to recover from his ankle sprain?,Crutches and a knee scooter.,"Jake used an ankle brace to recover from his ankle sprain. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,132,False,2025-08-13T18:18:21.803497
168,Manual Entry,What did Emma accidentally call her boss?,She didn’t; Sarah called her boss ‘Mom.’,"Emma accidentally called her boss ""Mom."" If you have more questions about Emma or anything else, feel free to ask!",0.4,False,114,False,2025-08-13T18:18:50.576300
169,Manual Entry,Who predicted that Whiskers might send a purr vibe to heal Mittens?,Chloe.,"It was suggested that Whiskers might send purr vibes to heal Mittens. If you have more questions about Whiskers or anything else, feel free to ask!",0.0,False,147,False,2025-08-13T18:19:40.984072
170,Manual Entry,Which friend began learning sign language to communicate better?,Sarah.,"Sarah began learning American Sign Language to communicate better. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,141,False,2025-08-13T18:19:56.030797
171,Manual Entry,What is the running joke about Ryan’s dog and shoes?,Rex frequently chews up Ryan’s shoes.,"The running joke about Ryan’s dog, Rex, involves shoes. Rex has a habit of destroying Ryan's favorite running shoes, which has become a humorous topic among the group. If you have more questions about Rex or anything else, feel free to ask!",0.6,False,240,False,2025-08-13T18:20:41.653053
172,Manual Entry,Which beverage does Ryan often choose instead of sugary cocktails?,Sparkling water or club soda.,"Ryan often chooses hot chocolate instead of sugary cocktails. If you have more questions about Ryan or anything else, feel free to ask!",0.2,False,135,False,2025-08-13T18:20:57.450331
173,Manual Entry,What did Emma name her sea turtle friend from Maui?,Crush.,"Emma named her sea turtle friend from Maui ""Crush."" If you have more questions about Emma's adventures or anything else, feel free to ask!",0.9,True,138,False,2025-08-13T18:21:16.276344
174,Manual Entry,Which two pets now reside in Chloe’s home?,Whiskers and Luna.,"The knowledge graph doesn't specify the exact pets residing in Chloe's home, but it does indicate that Chloe owns pets. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,194,False,2025-08-13T18:21:28.574317
175,Manual Entry,What vegetarian dish did Sarah plan to bring to sushi night?,"A veggie roll with cucumber, avocado, and pickled carrots.",Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:23:03.669278
176,Manual Entry,Why did the escape room host shout out the team?,For their witty team name ‘Quiztinas Aguilera.’,"The escape room host shouted out the team because they gave a shoutout to the team name ""Quiztinas Aguilera."" If you have more questions about the escape room or anything else, feel free to ask!",0.2,False,194,False,2025-08-13T18:23:19.772142
177,Manual Entry,Who donated to the community garden instead of volunteering one day?,Emma.,"An unknown person donated to the community garden instead of volunteering one day. If you have more questions or need further details, feel free to ask!",0.0,False,152,False,2025-08-13T18:24:04.597069
178,Manual Entry,What painting made Ryan realize the beauty of pointillism?,Seurat’s ‘A Sunday on La Grande Jatte.’,"Ryan realized the beauty of pointillism while observing a painting. The specific painting isn't named in the knowledge graph, but it was during his time spent observing a painting that he came to appreciate the art style. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,295,False,2025-08-13T18:24:32.827535
179,Manual Entry,Which musical instrument did Liam play with Jake?,Guitar.,"Liam and Jake both played with a musical instrument, but the specific instrument they played together isn't detailed in the knowledge graph. However, Liam is noted to play a special instrument, and Jake plays the guitar. If you have more questions about Liam, Jake, or their musical activities, feel free to ask!",0.9,True,312,False,2025-08-13T18:24:48.801103
180,Manual Entry,What new device did Chloe purchase and decorate with stickers?,A silver ultrabook laptop with a backlit keyboard.,"Chloe purchased a new device and decorated it with stickers. If you have more questions about Chloe or anything else, feel free to ask!",0.2,False,135,False,2025-08-13T18:25:16.022967
181,Manual Entry,Which friend planned to do a yoga retreat with coworker Mia?,Emma.,"The knowledge graph indicates that Emma participated in a yoga retreat, and a friend also planned an activity related to a yoga retreat. However, it doesn't specify which friend planned to do the yoga retreat with coworker Mia. If you have more questions or need further details, feel free to ask!",0.0,False,297,False,2025-08-13T18:25:28.162332
182,Manual Entry,Who discovered that jazz music puts Rex to sleep?,Ryan.,"An Unknown Person discovered that jazz music puts Rex to sleep. If you have more questions about Rex or anything else, feel free to ask!",0.0,False,136,False,2025-08-13T18:25:56.230068
183,Manual Entry,Which local coffee shop closing saddened Jake?,Bean There Done That.,"The local coffee shop closing that saddened Jake is ""Bean There Done That."" If you have more questions about Jake or anything else, feel free to ask!",0.9,True,149,False,2025-08-13T18:26:07.219740
184,Manual Entry,What did Emma jokingly call Sarah after finishing a meditation session?,A human marshmallow.,"Emma jokingly called Sarah ""Zen Master"" after finishing a meditation session. If you have more questions about Emma, Sarah, or anything else, feel free to ask!",0.4,False,159,False,2025-08-13T18:26:38.531783
185,Manual Entry,What strategy game gave Ryan the nickname ‘Lord of the Sheep’?,Settlers of Catan.,"Ryan earned the nickname ""Lord of the Sheep"" from playing strategy games. If you have more questions about Ryan or anything else, feel free to ask!",0.4,False,147,False,2025-08-13T18:26:52.500523
186,Manual Entry,Who wrote a blog post titled ‘Lessons from a Rainy Day’?,Chloe.,"The blog post titled ""Lessons from a Rainy Day"" was written by Chloe. If you have more questions about Chloe or anything else, feel free to ask!",0.9,True,144,False,2025-08-13T18:27:45.886652
187,Manual Entry,Which novel about alternate lives did Chloe read?,‘The Midnight Library.’,"Chloe read a novel about alternate lives, which is ""The Midnight Library."" If you have more questions about Chloe or anything else, feel free to ask!",0.4,False,149,False,2025-08-13T18:27:58.066643
188,Manual Entry,What dish did Jake cook perfectly during his cooking class?,Risotto milanese.,"Jake cooked a dish perfectly during his cooking class, though the specific dish isn't detailed in the knowledge graph. If you have more questions about Jake's cooking class or anything else, feel free to ask!",0.0,False,208,False,2025-08-13T18:28:28.248543
189,Manual Entry,What food did Emma think might be too spicy for some at the potluck?,Her spicy Thai green curry.,"Emma thought that spicy food might be too spicy for some at the potluck. If you have more questions about Emma or anything else, feel free to ask!",0.2,False,146,False,2025-08-13T18:30:01.303421
190,Manual Entry,Which AI topic intrigued Emma as she prepared to lead a project?,AI ethics and personalization.,"Emma was intrigued by the AI project she was preparing to lead, which is the new AI initiative. If you have more questions about Emma or anything else, feel free to ask!",0.2,False,169,False,2025-08-13T18:30:16.403422
191,Manual Entry,What treat does Mocha (Sarah’s puppy) like to chew on?,Phone chargers.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:31:51.506838
192,Manual Entry,Who joked about carrying a telephone booth in their carry‑on?,Chloe.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:33:26.601328
193,Manual Entry,What type of novel is Sarah’s library book club reading?,A murder mystery set on a train.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:34:29.774924
194,Manual Entry,Who helped Chloe when her car stalled?,Jake.,"Ryan helped Chloe when her car stalled. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,114,False,2025-08-13T18:34:58.580284
195,Manual Entry,Which book did Jake spend time reading about bread and fermentation?,‘Sourdough Culture.’,"Jake spent time reading a book about bread and fermentation. If you have more questions about Jake or anything else, feel free to ask!",0.0,False,134,False,2025-08-13T18:35:10.892164
196,Manual Entry,Who responded to an emergency vet visit because their dog ate a sock?,Ryan.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:36:45.996047
197,Manual Entry,Which TV series features an android twin twist that amazed Chloe?,‘Cosmic Detectives.’,"The TV series that features an android twin twist and amazed Chloe is not explicitly named in the knowledge graph. However, Chloe was amazed by a TV series with an android twin twist. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,258,False,2025-08-13T18:37:01.993471
198,Manual Entry,What gift did Jake plan to bring to Ryan’s surprise birthday?,A mug that says ‘Chief of Chew Toys.’,"Jake planned to bring a gift for Ryan's surprise birthday. If you have more questions about the event or anything else, feel free to ask!",0.2,False,137,False,2025-08-13T18:37:19.777646
199,Manual Entry,Who planned to bring soy sauce and wasabi to sushi night?,Ryan.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:38:08.099551
200,Manual Entry,Who offered to design the album cover for the imaginary band?,Chloe.,"Chloe offered to design the album cover for the imaginary band. If you have more questions or need further details, feel free to ask!",0.0,False,133,False,2025-08-13T18:38:24.473830
201,Manual Entry,Which pets have names that reference celestial bodies?,Chloe’s cat Luna and Emma’s guitar Luna.,"The knowledge graph does not specify any pets with names that reference celestial bodies. If you have more questions or need further information, feel free to ask!",0.0,False,163,False,2025-08-13T18:38:38.040054
202,Manual Entry,What food did Emma joke about overstuffing at the potluck?,She didn’t; Sarah overstuffed pierogi.,"Emma joked about overstuffing pierogi at the potluck. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,127,False,2025-08-13T18:38:52.646159
203,Manual Entry,Which VR exercise did Emma decide to avoid after injuring a lamp?,The VR boxing workout.,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:39:13.998745
204,Manual Entry,What did Chloe reorganize by color to cope with jet lag?,Her bookshelf.,"Chloe coped with jet lag by reorganizing her bookshelf by color. If you have more questions about Chloe or anything else, feel free to ask!",0.6,False,139,False,2025-08-13T18:39:34.416217
205,Manual Entry,Who always ends up burning cookies?,Sarah.,"Emma is humorously associated with the habit of burning cookies. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,138,False,2025-08-13T18:40:25.382462
206,Manual Entry,What did Jake buy for his desert trip to avoid sunburn?,A gigantic hat and extra sunscreen.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:42:00.482235
207,Manual Entry,What did Sarah refer to as ‘clay couture’?,Wearing her pottery apron to work.,"Sarah referred to her pottery apron as ‘clay couture’ after accidentally wearing it to work. If you have more questions about Sarah or anything else, feel free to ask!",0.8,True,167,False,2025-08-13T18:42:28.510970
208,Manual Entry,Which friend’s blog includes a Q&A section that blew up with travel questions?,Chloe’s.,"The blog that includes a Q&A section, which became popular with travel questions, is Chloe's blog. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,173,False,2025-08-13T18:42:43.048649
209,Manual Entry,Who bought a scratch‑off ticket and won $500?,Sarah.,"Sarah purchased a scratch-off lottery ticket and won $500. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,133,False,2025-08-13T18:42:55.752845
210,Manual Entry,Which friend tried to watch the VR Louvre experience?,Emma.,"The friend who attempted to watch the VR Louvre experience is not specifically named in the knowledge graph, but it is indicated that a friend made the attempt. If you have more questions, feel free to ask!",0.0,False,206,False,2025-08-13T18:43:14.032113
211,Manual Entry,What animal did Ryan once find three blocks away after it chased a squirrel?,Rex.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:44:49.134376
212,Manual Entry,What event caused subscribers to receive a string of ‘s’ letters from Chloe?,Whiskers lay on her laptop keyboard and typed ‘sssssssss.’,I'm having trouble responding right now. Please try again.,0.0,False,58,False,2025-08-13T18:45:13.297752
213,Manual Entry,Which friend attempted to make croissants and ended up with chewy rolls?,Jake.,"The friend who attempted to make croissants and ended up with chewy rolls is Jake. If you have more questions about Jake or anything else, feel free to ask!",0.9,True,156,False,2025-08-13T18:45:30.413749
214,Manual Entry,Who built a pillow fort with her nephew?,Sarah.,"Sarah engaged in the activity of building a pillow fort with her nephew. If you have more questions about Sarah or anything else, feel free to ask!",0.0,False,147,False,2025-08-13T18:45:44.352269
215,Manual Entry,How did Emma handle her hair dye mishap?,She embraced her purple hair and received compliments.,"Emma embraced her accidental purple hair after the hair dye mishap. If you have more questions about Emma or anything else, feel free to ask!",0.6,False,141,False,2025-08-13T18:45:58.840357
216,Manual Entry,Which friend gave the group an inside joke about being applauded by a showerhead?,Jake.,"The inside joke about being applauded by a showerhead was created by a friend and is shared within the group. If you have more questions about inside jokes or anything else, feel free to ask!",0.0,False,191,False,2025-08-13T18:46:13.260109
217,Manual Entry,Who compared their anxiety after being assigned an AI project to Chloe’s conference nerves?,Emma.,"An Unnamed Person compared their anxiety after being assigned an AI project to Chloe’s conference nerves. If you have more questions about this or anything else, feel free to ask!",0.0,False,179,False,2025-08-13T18:46:41.274469
218,Manual Entry,What dessert did Chloe plan to bake for the potluck that contained cinnamon and sugar?,Cinnamon rolls.,Error: Failed after 3 attempts,0.0,False,30,True,2025-08-13T18:48:16.369251
219,Manual Entry,Who had to change a flat tire in the rain?,Ryan.,"Ryan had to change a flat tire in the rain. If you have more questions about Ryan or anything else, feel free to ask!",0.0,False,117,False,2025-08-13T18:48:30.122448
220,Manual Entry,What sign did Sarah like best in American Sign Language?,The sign for ‘friend.’,"Sarah's favorite sign in American Sign Language is the ""friend"" sign. If you have more questions about Sarah or anything else, feel free to ask!",0.6,False,144,False,2025-08-13T18:49:12.598678
221,Manual Entry,Which friend is known to adopt pets impulsively?,Chloe.,"The friend known for adopting pets impulsively is simply referred to as ""friend"" in the knowledge graph. If you have more questions about this friend or anything else, feel free to ask!",0.0,False,185,False,2025-08-13T18:49:24.774577
222,Manual Entry,Who promised to bring miso soup to sushi night?,Chloe.,"Chloe promised to bring miso soup to sushi night. If you have more questions about sushi night or anything else, feel free to ask!",0.0,False,130,False,2025-08-13T18:49:53.469144
223,Manual Entry,Which song did Emma have on repeat early on that came up later as part of a playlist?,‘Midnight Reverie’ by The Moonlighters.,"Emma had ""Midnight Reverie"" on repeat early on, and it later came up as part of a playlist. If you have more questions about Emma or anything else, feel free to ask!",0.0,False,165,False,2025-08-13T18:50:07.259487
224,Manual Entry,Whose blog post on jet lag had the title ‘Surviving Jet Lag with Scones’?,Chloe’s.,"The blog post titled ""Surviving Jet Lag with Scones"" was authored by Chloe. If you have more questions about Chloe or anything else, feel free to ask!",0.0,False,150,False,2025-08-13T18:50:28.694206
225,Manual Entry,What item did Jake wear for his gig with his friend’s band?,His lucky hat from Little Italy.,"Jake wore a gigantic hat for his gig with his friend's band. If you have more questions about Jake or anything else, feel free to ask!",0.4,False,134,False,2025-08-13T18:51:20.592634
